Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Club actual,Proveedor,Fin de contrato,Valor de mercado actual (numérico),Fecha de fichaje,comprado_por,Pie bueno,understat_matches,understat_minutes,overallrating,potential,crossing,finishing,headingaccuracy,shortpassing,volleys,dribbling,curve,fk_accuracy,longpassing,ballcontrol,acceleration,sprintspeed,agility,reactions,balance,shotpower,jumping,stamina,strength,longshots,aggression,interceptions,positioning,vision,penalties,composure,defensiveawareness,standingtackle,slidingtackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
bart-verbruggen,69.0,275,3,23,NULL,30/06/2028,25000000.0,03/07/2023,0.0934689770605708,1.0,-0.1864164101716499,0.3809676248143581,0.6189956318585909,1.1420213988197518,-2.313150169848607,-2.0236789359006573,-2.1716103715315502,-1.890293044929476,-2.088325992627144,-2.3701395236292773,-2.2299184597508708,-1.703928484234707,-1.832262476711147,-2.4336638972696902,-0.6712615244954275,-0.8485040916656843,-0.9524646737459156,0.5374188359290758,-1.3037259544707145,-0.6876081837632411,0.0193206519752555,-2.321080955784539,0.2452863881972024,-2.15474734925167,-2.5701659832909525,-1.5959233125213494,2.8196756746353966,-1.4395245420848648,-1.7653620732099555,-2.819945083630941,-1.8977115745303028,-1.6825335173683578,-1.6953896582810744,2.9596342099995328,2.9310577431986515,3.000440601025724,2.8196756746353966,2.9795066124953333
Jason Sean Steele,46.0,196,3,23,NULL,30/06/2026,2000000.0,01/07/2018,NULL,1.0,-0.575470459765926,-0.0085653489675246,-0.246490430583512,-1.0650804893602883,-2.2639654637501714,-1.704158370576561,-1.518358454882389,-0.5437770281971733,-1.792756113440176,-2.3701395236292773,-1.834990990965296,-1.703928484234707,-0.5070711928547946,-1.494704897493964,-1.720380864681039,-2.111475524171325,-2.029304327500484,-0.8981806318907889,-1.3693779436374058,-0.5303711150936786,-0.9216201909755262,-2.383637939384936,-1.2172096132591783,-1.9242450968128373,-1.3438140982838178,-1.9434978644251195,2.7214282225811823,-1.2968692995485087,-1.5897561868513577,0.1752624281159314,-1.9860352900206548,-1.6400573107053846,-1.6953896582810744,2.718349191357456,2.730834292728764,3.10275439229847,2.7214282225811823,2.5545032390740445
Alphonse Francis Aréola,32.0,152,3,110,11.0,30/06/2027,10000000.0,01/07/2022,-0.0614102663031544,1.0,0.7862187138140405,1.2736473563978394,0.6189956318585909,-0.0618523583693609,-1.821303108864252,-1.5215751903913637,-2.2218605189661007,-1.3516866382365549,-1.5957095273155304,-2.3701395236292773,-1.9830887917598865,-1.6516376415239788,-0.5070711928547946,-2.488896779609439,-0.7368314832570283,-0.914976272323876,-0.5486498035879525,0.4069097933999971,-0.4502500953037253,-0.7662267180980222,0.2075088205654119,-1.820625086981364,0.8474906240910064,-1.8320441958373044,-2.0684765757880337,-1.4221360365694646,2.917923126689611,-0.2982826017940176,-1.5312208913984915,-0.338201716754961,-1.853549716785127,-1.6400573107053846,-1.7809174879515397,2.9113772062711174,2.9310577431986515,2.898126809752977,2.917923126689611,2.8850614184017136
Łukasz Marek Fabiański,71.0,289,3,110,14.0,30/06/2025,700000.0,01/07/2018,-0.626719504580752,1.0,-1.2563150465559094,-0.900163044512723,0.4458984193701703,-0.2624979845675464,-2.116411345454865,-1.79544996066916,-2.372610961269753,-2.4288994516223963,-1.546447880784369,-2.418738231095184,-1.8843569245634928,-1.860801012366892,-0.7721094496260652,-2.488896779609439,-1.1302512358266326,-1.3802815369312174,-0.8851621953862551,0.1458917083418399,-1.3693779436374058,-1.1593193897719285,-0.6393379380902917,-2.633865873786524,-0.3569178476966014,-1.5554414929107054,-1.1208410282825207,-1.7262637694852632,2.917923126689611,-0.4409378443303735,-1.7068267777570896,-0.4237790742334431,-1.8093878590399508,-1.894914550683223,-1.738153573116307,2.863120202542702,3.0311694684335952,2.591185435934738,2.917923126689611,2.743393627261284
Wesley Andrew Foderingham,46.0,196,3,110,6.0,30/06/2026,900000.0,01/07/2024,-0.6112315802443794,2.0,0.6889552014154714,1.196822797679746,-0.246490430583512,-1.0650804893602883,-1.7721184027658168,-1.79544996066916,-1.920359634358796,-1.2843608373999396,-1.7434944669090149,-2.515935646026997,-1.7856250573670989,-1.7562193269454354,-1.1034072705901532,-2.157499485570947,-1.3925310708730354,-1.845586801538559,-0.2794398901493105,-0.6371625468326316,-1.5006819219707888,-0.9234637867675848,-0.3570556852050571,-2.0708530213829515,0.1592572116409447,-1.785943745349538,-1.8455035057867368,-1.5959233125213494,2.672304496554076,-0.2269549805258396,-2.175109141380018,-1.279552649018264,-1.8977115745303028,-1.5551048973794386,-1.823681402786772,2.718349191357456,2.680778430111292,2.795813018480231,2.672304496554076,2.696171030214474
mark-flekken,69.0,275,3,22,7.0,30/06/2027,10000000.0,01/07/2023,0.0934689770605708,0.0,1.369799788205455,1.8990641865254176,0.6189956318585909,-0.0618523583693609,-2.116411345454865,-1.6585125755302617,-2.372610961269753,-1.9576188457660904,-1.6942328203778532,-2.515935646026997,-1.834990990965296,-1.860801012366892,-1.3684455273614238,-1.826102191532456,-2.507220369820248,-2.111475524171325,-2.1639092842198044,0.6679278784581544,-1.7632898786375548,-0.3731340464241162,-0.9216201909755262,-2.446194922985333,0.2452863881972024,-1.970345547300604,-1.734016970786088,-1.900051045437148,2.868799400662504,-1.4395245420848648,-1.6482914823042236,-2.477635653717013,-1.765226001294775,-1.8524383440202496,-1.4388061692696787,2.9596342099995328,2.830946017963708,3.256225079207589,2.868799400662504,2.9322840154485235
hakon-rafn-valdimarsson,51.0,222,3,22,NULL,30/06/2028,2500000.0,26/01/2024,-0.541535920730703,1.0,NULL,NULL,-1.1119764930256149,-0.4631436107657319,-2.0672266393564294,-1.8867415507617589,-2.4228611087043044,-1.890293044929476,-1.4971862342532076,-2.4673369385610906,-1.341331654983327,-1.9653826977883488,-1.3684455273614238,-2.6545954266286844,-3.0973499986746544,-3.175030414702392,-2.298514240939125,-0.8981806318907889,-1.3693779436374058,-1.3951749927762718,-2.5212196239918554,-2.0082960377825545,-1.647355496040467,-1.7398432948617717,-2.0684765757880337,-1.900051045437148,2.475809592445647,-0.4409378443303735,-2.29217973228575,-3.076677156066388,-1.8977115745303028,-1.979866964009169,-1.823681402786772,2.428807168986964,2.380443254406461,2.3865578533892453,2.475809592445647,2.4128354479336145
bernd-leno,1.0,5,3,40,7.0,30/06/2027,11000000.0,02/08/2022,0.0160293553787081,1.0,1.4670633006040237,2.03648276338736,1.1382872693238526,0.5400845202251955,-2.362334875947042,-1.9780331408543577,-2.272110666400652,-1.2170350365633245,-1.8912794065024987,-2.321540816163371,-2.3286503269472645,-2.069964383209805,-0.970888142204518,-1.770869309192707,-0.8679714007802297,-1.114392814298451,-1.019767152105576,0.4069097933999971,-1.3693779436374058,-0.6876081837632411,-0.2629616009099789,-1.4452831853789825,0.073228035084687,-1.8320441958373044,-1.9569900407873853,-1.3352423985935222,3.114418030798039,-0.7262483294030853,-1.6482914823042236,-0.4237790742334431,-1.235283708352663,-1.7674859306943038,-1.524333998940144,3.1044052211847792,3.081225331051067,3.000440601025724,3.114418030798039,3.073951806588953
Jordan Lee Pickford,46.0,196,3,34,7.0,30/06/2027,20000000.0,01/07/2017,NULL,2.0,1.4670633006040237,2.03648276338736,1.4844816943006938,0.9413757726215664,-1.9688572271595584,-1.5215751903913637,-2.020859929227897,-0.6111028290337884,-1.3986629411908846,-2.3701395236292773,-1.8843569245634928,-1.6516376415239788,-0.1095138076978889,-1.3842391328144668,-0.6712615244954275,-1.3802815369312174,-0.615952281947613,1.1899640485744687,-0.6472060628037998,0.0199586252497898,0.2075088205654119,-1.5703971525797762,0.2452863881972024,-1.878144646325071,-1.009354493281872,-1.378689217581493,3.114418030798039,0.4149936108877619,-0.1849090959825733,-0.2526243592764789,-1.5002548548237191,-1.5551048973794386,-1.7809174879515397,3.1526622249131946,3.0311694684335952,3.6143233486622015,3.114418030798039,3.2156195977293827
João Manuel Neves Virgínia,72.0,292,3,34,NULL,30/06/2025,800000.0,01/07/2020,-0.6189755424125657,2.0,NULL,NULL,-0.5926848555603532,-0.8644348631621029,-2.116411345454865,-2.0236789359006573,-2.4228611087043044,-2.4288994516223963,-1.94054105303366,-2.661731768424717,-2.2299184597508708,-1.808510169656164,-2.229819861868053,-2.8755269559876786,-0.8679714007802297,-1.1808649949566423,-2.4331191976584465,-1.5507258445361818,-2.091549824471012,-1.2379379241067094,-1.0157142752706043,-3.196878726190095,-1.045151260146663,-2.062546448276137,-1.9012467732870608,-1.9869446834130904,2.4266858664185404,-1.5821797846212209,-2.29217973228575,-1.8785941513676383,-1.8977115745303028,-1.979866964009169,-1.823681402786772,2.6700921876290407,2.730834292728764,2.488871644661992,2.4266858664185404,2.6017258361208544
Asmir Begović,95.0,55,3,34,0.0,30/06/2025,300000.0,23/08/2024,-0.657695353253497,1.0,NULL,NULL,-0.5926848555603532,-1.4663717417566593,-2.116411345454865,-1.5215751903913637,-2.3223608138352025,-2.832854256642087,-1.792756113440176,-2.321540816163371,-1.9337228581616897,-1.703928484234707,-2.0310411692896,-2.378431014929941,-2.441650411058647,-2.3773642468040923,-2.1639092842198044,-0.506653504303553,-1.631985900304172,-1.3165564584414906,-0.7334320223853699,-1.945739054182157,0.7614614475347486,-1.9242450968128373,-1.176584295782845,-1.509029674545407,2.7214282225811823,-2.0814731334984664,-0.6531914596055014,-0.8516658616258536,-1.632740428059247,-1.937390757346196,-1.7809174879515397,2.6218351839006253,2.6307225674938204,2.4377147490256186,2.7214282225811823,2.3656128508868046
jose-sa,72.0,292,3,112,14.0,30/06/2027,8000000.0,15/07/2021,NULL,1.0,1.1752727634083169,1.6263911048781,0.4458984193701703,-0.2624979845675464,-1.9196725210611232,-1.704158370576561,-2.2218605189661007,-1.3516866382365549,-1.546447880784369,-2.272942108697464,-2.180552526152674,-1.3901834279703376,-1.3684455273614238,-2.6545954266286844,-0.9991113183034313,-0.9814484529820676,-0.2794398901493105,0.4069097933999971,-1.631985900304172,-1.0020823211023655,-0.0747734323198225,-2.0708530213829515,0.5033739178659755,-1.6476423938862383,-1.566787168285115,-1.6393701315093208,2.868799400662504,-0.940231193207619,-2.3507150277386155,-1.964171508846121,-1.8093878590399508,-1.5975811040424115,-1.6526257434458418,2.863120202542702,2.8810018805811795,2.6934992272074845,2.868799400662504,2.790616224308094
Daniel Ian Bentley,46.0,196,3,112,NULL,30/06/2027,2000000.0,25/01/2023,-0.541535920730703,NULL,-1.7426326085487545,-1.2539888290312664,-0.5926848555603532,-1.4663717417566593,-1.9196725210611232,-1.8867415507617589,-2.372610961269753,-1.6883156424196302,-1.7434944669090149,-2.272942108697464,-2.180552526152674,-1.860801012366892,-2.4285985544465056,-2.04703372089145,-1.261391153349834,-1.646170259563984,-1.019767152105576,-0.3761444617744744,-1.5663339111374803,-1.0807008554371471,-0.827526106680448,-2.258523972184142,-0.184859494584086,-1.878144646325071,-2.1799631107886825,-1.4655828555574355,2.5740570444998614,-0.940231193207619,-1.7068267777570896,-1.1083979340612995,-1.1027981351171354,-1.937390757346196,-1.738153573116307,2.57357818017221,2.4805549796414046,2.642342331571111,2.5740570444998614,2.5545032390740445
Samuel Luke Johnstone,46.0,196,3,112,NULL,30/06/2028,8000000.0,30/08/2024,0.0934689770605708,1.0,-0.2836799225702189,0.2835843813688874,0.2728012068817497,-0.4631436107657319,-1.9688572271595584,-1.8867415507617589,-2.0711100766624484,-2.765528455805472,-1.6449711738466917,-2.321540816163371,-1.9830887917598865,-1.5993467988132506,-1.832262476711147,-2.709828308968433,-1.917090740965841,-1.5132258982476008,-0.750557238666934,0.1458917083418399,-2.485461759471161,-1.0807008554371471,-0.827526106680448,-1.8831820705817608,-0.0988303180278283,-1.7398432948617717,-2.1799631107886825,-1.682816950497292,2.770551948608289,-1.082886435743975,-0.5361208686997694,-1.5362847214537103,-1.4560929970785432,-1.6825335173683578,-1.4388061692696787,2.863120202542702,2.9310577431986515,2.642342331571111,2.770551948608289,2.790616224308094
Arijanet Anan Muriqi,86.0,241,3,48,NULL,30/06/2028,6000000.0,17/07/2024,-0.1388498879850171,1.0,-1.2563150465559094,-0.6902480530858195,-0.246490430583512,-0.4631436107657319,-2.1655960515533006,-1.84109575571546,-2.4228611087043044,-0.8804060323802488,-1.5957095273155304,-2.127145986299744,-1.5881613229743117,-1.9130918550776204,-0.3082925002763418,-1.770869309192707,-1.523670988396237,-1.4467537175894092,-1.8946993707811624,-0.7676715893617102,-1.631985900304172,-0.6089896494284598,-0.6393379380902917,-2.383637939384936,0.1592572116409447,-1.8320441958373044,-2.1799631107886825,-1.6393701315093208,2.672304496554076,-0.2269549805258396,-1.9409679595685536,-0.1670470017979968,-1.765226001294775,-1.6825335173683578,-1.524333998940144,2.718349191357456,2.730834292728764,3.051597496662097,2.672304496554076,2.6489484331676643
jakub-stolarczyk,71.0,289,3,52,NULL,30/06/2026,400000.0,01/07/2023,-0.6654393154216833,1.0,NULL,NULL,-0.7657820680487738,-0.8644348631621029,-2.116411345454865,-2.1606163210395555,-2.272110666400652,-2.832854256642087,-1.94054105303366,-2.6131330609588104,-2.279284393349068,-1.808510169656164,-2.0973007334824176,-3.0412256030069247,-2.3760804522970465,-1.646170259563984,-2.500421676018107,-1.9422529721234176,-1.5006819219707888,-1.0807008554371471,-0.9216201909755262,-1.69551111978057,0.3313155647534601,-2.2008477997394365,-2.5144227157906283,-2.030391502401062,2.5740570444998614,-2.2241283760348223,-2.4092503231914817,-2.819945083630941,-1.8977115745303028,-1.8524383440202496,-1.738153573116307,2.6218351839006253,2.5806667048763483,2.642342331571111,2.5740570444998614,2.6017258361208544
mads-hermansen,22.0,96,3,52,NULL,30/06/2028,15000000.0,18/07/2023,-0.4098885638715365,1.0,NULL,NULL,0.4458984193701703,0.740730146423381,-2.1655960515533006,-1.9780331408543577,-2.372610961269753,-0.409125426523943,-1.94054105303366,-1.9327511564361184,-2.180552526152674,-1.7562193269454354,-0.1757733718907065,-1.494704897493964,-1.195821194588233,-1.114392814298451,-1.288977065544218,-0.506653504303553,-1.5006819219707888,-0.5303711150936786,-0.827526106680448,-1.4452831853789825,-0.7010345539216323,-1.878144646325071,-2.4029361807899794,-1.7262637694852632,2.917923126689611,-1.2255416782803308,-2.116573845927152,-2.306480938760049,-1.765226001294775,-1.979866964009169,-1.738153573116307,2.863120202542702,2.981113605816123,3.10275439229847,2.917923126689611,2.8850614184017136
Aaron Christopher Ramsdale,46.0,196,3,89,14.0,30/06/2028,16000000.0,30/08/2024,1.255063302288511,1.0,-1.6453690961501857,-1.0797810268677022,0.6189956318585909,0.33943889402701,-2.0672266393564294,-1.749804165622861,-2.1716103715315502,-0.947731833216864,-1.5957095273155304,-2.224343401231557,-1.9337228581616897,-1.6516376415239788,-0.6395903212404299,-1.881335073872204,-1.3269611121114349,-1.1808649949566423,-0.8851621953862551,0.4069097933999971,-1.0411179978039486,-0.294515512089335,-0.827526106680448,-2.0082960377825545,-0.8730929070341477,-1.785943745349538,-1.566787168285115,-1.378689217581493,2.8196756746353966,0.1296831258150501,-1.5312208913984915,-0.5093564317119252,-1.5444167125688952,-1.725009724031331,-1.6526257434458418,2.863120202542702,2.981113605816123,3.358538870480336,2.8196756746353966,2.8850614184017136
Thibaut Nicolas Marc Courtois,11.0,67,3,78,6.0,30/06/2026,25000000.0,09/08/2018,NULL,2.0,-1.839896120947324,-1.300516378677436,2.5230649692312173,2.1452495298106795,-2.116411345454865,-1.749804165622861,-2.272110666400652,-2.361573650785781,-1.792756113440176,-2.4673369385610906,-1.834990990965296,-1.4424742706810658,-1.832262476711147,-2.4336638972696902,-1.6548109059194385,-1.0479206336402591,-0.2121374117896499,2.103527346278019,-1.3037259544707145,-0.6876081837632411,-0.4511497695001353,-1.820625086981364,0.073228035084687,-1.693742844374005,-2.2357063782890068,-1.7697105884732345,3.4582841129877884,-1.3681969208166869,-1.4141503004927596,-0.1670470017979968,-1.5444167125688952,-1.6400573107053846,-1.6098618286106092,3.2491762323700253,3.581783957225785,3.000440601025724,3.4582841129877884,3.404509985916622
Лунін Андрій Олексійович,90.0,353,3,78,14.0,30/06/2030,20000000.0,01/07/2018,NULL,1.0,-0.1864164101716499,0.3809676248143581,1.1382872693238526,1.5433126512161228,-2.0672266393564294,-2.0236789359006573,-2.3223608138352025,-2.900180057478702,-1.792756113440176,-2.5645343534929035,-2.08182065895628,-1.703928484234707,-2.4285985544465056,-2.8755269559876786,-1.8515207822042403,-2.177947704829517,-2.029304327500484,1.0594550060453902,-2.616765737804544,-0.6089896494284598,-1.0157142752706043,-2.195966988583745,-0.7010345539216323,-2.15474734925167,-2.291449645789331,-1.5959233125213494,3.065294304770932,-0.2269549805258396,-1.882432664115688,-1.0228205765828178,-1.4560929970785432,-1.8524383440202496,-1.823681402786772,3.007891213727948,3.0311694684335952,3.051597496662097,3.065294304770932,3.026729209542143
Francisco Javier González Pérez,28.0,113,3,79,14.0,30/06/2026,400000.0,01/07/2024,NULL,1.0,-1.7426326085487545,-1.4909547214152452,-1.9774625554677177,0.9413757726215664,-2.2639654637501714,-1.9780331408543577,-2.272110666400652,-3.304134862498393,-1.9898026995648217,-2.8075278908224366,-2.180552526152674,-1.860801012366892,-2.892415503796229,-2.8755269559876786,-3.359629833721057,-3.241502595360584,-2.231211762579465,-1.5507258445361818,-0.5815540736371082,-1.6310305957806157,-1.862561033926308,-2.633865873786524,-0.2708886711403437,-2.1086468987639035,-2.4029361807899794,-1.9434978644251195,2.230190962310112,-2.1528007547666443,-2.175109141380018,-2.73436772615246,-2.0743590055110066,-1.809962137357277,-1.8664453176220048,2.139265146616472,2.180219803936573,2.1819302708437527,2.230190962310112,2.176722462699565
Ignacio Peña Sotorres,28.0,113,3,36,6.0,30/06/2026,10000000.0,30/01/2022,-0.4486083747124678,1.0,-1.2563150465559094,-0.6902480530858195,0.2728012068817497,0.5400845202251955,-2.313150169848607,-2.114970525993256,-2.372610961269753,-2.361573650785781,-2.1375876391583057,-2.515935646026997,-2.180552526152674,-1.860801012366892,-0.3745520644691594,-2.544129661949188,-2.244940534773845,-1.9785311628549425,-1.154372108824897,0.4069097933999971,-0.9098140194705656,-0.6089896494284598,-1.6743728653361516,-2.5087519065857293,-1.3032387898154365,-2.1086468987639035,-2.5701659832909525,-2.160731959364976,2.8196756746353966,-1.7248350271575763,-1.99950325502142,-2.5632130111954954,-2.030197147765831,-1.979866964009169,-1.823681402786772,2.766606195085872,2.780890155346236,3.051597496662097,2.8196756746353966,2.837838821354904
marc-andre-ter-stegen,1.0,5,3,36,14.0,30/06/2028,15000000.0,01/07/2014,NULL,1.0,0.4944281766183333,1.062650328932653,2.349967756742797,1.9446039036124936,-1.9196725210611232,-1.749804165622861,-2.372610961269753,-0.4764512273605582,-1.6942328203778532,-2.0785472788338377,-1.8843569245634928,-1.860801012366892,0.0230053206877463,-2.04703372089145,-1.4581010296346362,-1.1808649949566423,-1.827396892421502,1.7120002186907832,-1.4350299328040974,0.098577159584571,-0.0747734323198225,-2.0082960377825545,0.7614614475347486,-2.01644599778837,-1.1208410282825207,-1.4655828555574355,3.310912934906467,0.4863212321559398,-1.5312208913984915,0.1752624281159314,-1.323607423843015,-1.8524383440202496,-1.8664453176220048,3.2491762323700253,3.381560506755898,3.665480244298575,3.310912934906467,3.404509985916622
jan-oblak,27.0,110,3,15,7.0,30/06/2028,25000000.0,16/07/2014,NULL,1.0,1.4670633006040237,2.03648276338736,2.349967756742797,1.9446039036124936,-2.1655960515533006,-1.8867415507617589,-2.1716103715315502,-1.6883156424196302,-1.7434944669090149,-2.515935646026997,-2.131186592554477,-1.7562193269454354,-1.500964655747059,-2.04703372089145,-1.6548109059194385,-0.9814484529820676,-0.1448349334299895,1.7120002186907832,-1.10676998697064,-0.5303711150936786,-0.0747734323198225,-1.5703971525797762,0.7614614475347486,-1.9242450968128373,-1.511043900784791,-1.378689217581493,3.360036660933574,0.2723383683514059,-2.3507150277386155,0.0041077131589672,-1.235283708352663,-1.809962137357277,-1.524333998940144,3.2491762323700253,3.6318398198432575,3.10275439229847,3.360036660933574,3.2628421947761925
Unai Simón Mendibil,28.0,113,3,14,NULL,30/06/2029,28000000.0,01/07/2018,NULL,1.0,1.2725362758068857,1.783286330429136,1.830676119277535,1.5433126512161228,-2.018041933257994,-1.749804165622861,-2.020859929227897,-2.0249446466027057,-1.546447880784369,-2.515935646026997,-1.7856250573670989,-1.7562193269454354,-1.8985220409039647,-2.82029407364793,-1.261391153349834,-1.1808649949566423,-1.962001849140823,1.3204730911035474,-1.1724219761373316,-0.6876081837632411,0.1134147362703337,-1.4452831853789825,0.5894030944222333,-1.878144646325071,-1.9012467732870608,-1.291795579605551,3.26178920887936,-1.082886435743975,-1.5897561868513577,-2.392058296238531,-1.9418734322754787,-1.6400573107053846,-1.7809174879515397,3.20091922864161,3.131281193668539,3.000440601025724,3.26178920887936,3.168397000682573
Julen Agirrezabala Astúlez,28.0,113,3,14,NULL,30/06/2027,15000000.0,01/07/2022,-0.2937291313487425,2.0,-1.839896120947324,-1.4108840545823027,0.4458984193701703,1.342667025017937,-2.018041933257994,-2.0693247309469567,-2.623861698442508,-1.6883156424196302,-1.6449711738466917,-2.4673369385610906,-2.3780162605454613,-2.017673540499077,-1.500964655747059,-1.770869309192707,-2.441650411058647,-2.111475524171325,-2.231211762579465,-0.3761444617744744,-1.960245846137629,-0.5303711150936786,-1.5802787810410734,-2.5713088901861263,-0.78706373047789,-2.01644599778837,-2.1799631107886825,-1.900051045437148,3.0161705787438247,-0.5835930868667294,-2.233644436832884,-2.73436772615246,-1.9860352900206548,-1.8524383440202496,-1.7809174879515397,2.9113772062711174,2.8810018805811795,3.10275439229847,3.0161705787438247,2.696171030214474
Francisco Barbosa Vieites,28.0,113,3,77,NULL,30/06/2026,800000.0,01/07/2024,NULL,2.0,-1.839896120947324,-1.327567279634511,-0.4195876430719326,-0.4631436107657319,-2.2639654637501714,-2.114970525993256,-2.372610961269753,-2.967505858315317,-2.039064346095983,-2.515935646026997,-2.08182065895628,-1.9653826977883488,-2.693636811217776,-2.930759838327427,-2.244940534773845,-2.111475524171325,-1.4235820222635391,-0.3761444617744744,-1.5663339111374803,-0.8448452524328034,-1.6743728653361516,-2.5087519065857293,-1.2172096132591783,-2.062546448276137,-1.9569900407873853,-1.8131574074612056,2.5740570444998614,-0.940231193207619,-2.3507150277386155,-2.2209035812815667,-1.9860352900206548,-1.809962137357277,-1.6953896582810744,2.6218351839006253,2.6307225674938204,2.8469699141166043,2.5740570444998614,2.507280642027234
Alejandro Remiro Gargallo,28.0,113,3,80,NULL,30/06/2027,25000000.0,01/07/2019,NULL,1.0,1.369799788205455,1.879587537836324,1.6575789067891142,1.342667025017937,-2.214780757651736,-1.79544996066916,-2.272110666400652,-2.159596248275936,-1.6449711738466917,-2.175744693765651,-2.08182065895628,-1.5993467988132506,-2.229819861868053,-2.267965250250444,-1.523670988396237,-1.4467537175894092,0.2589799367279735,0.9289459635163116,-1.631985900304172,-0.4517525807588974,-0.3570556852050571,-1.5703971525797762,0.3313155647534601,-1.970345547300604,-1.622530435785439,-1.5524764935333784,3.360036660933574,-1.3681969208166869,-1.5897561868513577,-1.1083979340612995,-1.8093878590399508,-1.6825335173683578,-1.524333998940144,3.20091922864161,3.131281193668539,3.2050681835712163,3.360036660933574,3.2156195977293827
Unai Marrero Larrañaga,28.0,113,3,80,NULL,30/06/2027,600000.0,01/07/2023,-0.6615673343375902,1.0,-2.0344231457444617,-1.5104313701043393,-1.2850737055140355,-0.6637892369639175,-2.313150169848607,-2.1606163210395555,-2.4228611087043044,-3.169483260825163,-2.088325992627144,-2.710330475890624,-2.180552526152674,-1.9653826977883488,-3.091194196374682,-2.82029407364793,-2.70393024610505,-2.909141692069625,-3.0388415028953912,-1.0286896744198677,-1.7632898786375548,-1.7096491301153969,-1.9566551182213865,-2.69642285738692,-0.8730929070341477,-2.062546448276137,-2.6259092507912767,-2.030391502401062,2.328438414364326,-1.5108521633530427,-2.116573845927152,-2.392058296238531,-2.2068445787465345,-1.979866964009169,-1.8664453176220048,2.380550165258549,2.380443254406461,2.1307733752073794,2.328438414364326,2.3656128508868046
Diego José Conde Alcoado,28.0,113,3,108,NULL,30/06/2029,10000000.0,02/07/2024,-0.5260479963943305,1.0,-2.0344231457444617,-1.469314000649585,0.4458984193701703,0.740730146423381,-2.0672266393564294,-1.8867415507617589,-2.2218605189661007,-3.102157459988548,-1.7434944669090149,-2.3701395236292773,-1.6868931901707052,-1.4424742706810658,-2.4948581186393235,-2.599362544288936,-1.523670988396237,-1.7791146208803672,-0.5486498035879525,0.4069097933999971,-1.7632898786375548,-1.1593193897719285,-0.827526106680448,-1.7580681033809669,-0.6150053773653745,-2.062546448276137,-2.347192913289655,-1.8131574074612056,2.868799400662504,-1.1542140570121528,-1.7653620732099555,-2.135326223803085,-1.8093878590399508,-2.022343170672142,-1.738153573116307,2.766606195085872,2.8810018805811795,2.591185435934738,2.868799400662504,2.8850614184017136
luiz-junior,8.0,64,3,108,NULL,30/06/2030,5000000.0,20/08/2024,-0.2162895096668798,2.0,NULL,NULL,0.4458984193701703,1.342667025017937,-2.1655960515533006,-1.9780331408543577,-2.272110666400652,-2.967505858315317,-2.088325992627144,-2.6131330609588104,-2.131186592554477,-1.7562193269454354,-2.4285985544465056,-2.709828308968433,-2.507220369820248,-2.443836427462284,-2.365816719298786,0.4069097933999971,-2.616765737804544,-1.0020823211023655,-0.9216201909755262,-2.821536824587714,0.2452863881972024,-2.246948250227203,-2.1799631107886825,-1.8131574074612056,2.917923126689611,-0.7975759506712632,-2.175109141380018,-2.392058296238531,-2.162682721001359,-1.979866964009169,-1.7809174879515397,2.863120202542702,2.981113605816123,2.7446561228438577,2.917923126689611,2.790616224308094
Iker Álvarez de Eulate Molne,2.0,37,3,109,NULL,30/06/2026,800000.0,01/07/2021,NULL,1.0,NULL,NULL,-1.2850737055140355,-0.6637892369639175,-1.821303108864252,-2.0693247309469567,-2.4228611087043044,-2.6982026549688567,-1.8912794065024987,-2.710330475890624,-2.180552526152674,-1.860801012366892,-2.4285985544465056,-2.599362544288936,-1.720380864681039,-2.3108920661459003,-1.2216745871845576,-1.6812348870652605,-1.3037259544707145,-1.2379379241067094,-1.3920906124509171,-2.0082960377825545,-0.78706373047789,-1.5554414929107054,-2.5144227157906283,-1.6393701315093208,2.475809592445647,-0.4409378443303735,-2.233644436832884,-1.1083979340612995,-2.162682721001359,-1.809962137357277,-1.8664453176220048,2.380550165258549,2.4304991170239325,2.540028540298365,2.475809592445647,2.3656128508868046
Paulo Dino Gazzaniga Farias,5.0,46,3,43,14.0,30/06/2027,3500000.0,01/07/2023,-0.4486083747124678,1.0,1.4670633006040237,2.03648276338736,1.1382872693238526,0.5400845202251955,-1.6737489905689458,-1.84109575571546,-2.2218605189661007,-1.2843608373999396,-1.7434944669090149,-2.127145986299744,-1.2425997877869333,-1.3901834279703376,-0.5733307570476123,-1.9918008385517008,-0.6712615244954275,-0.7820319110074927,-0.0775324550703289,0.9289459635163116,-0.3189461169703423,-0.294515512089335,-0.6393379380902917,-1.5703971525797762,-1.2172096132591783,-1.601541943398472,-1.2880708307834936,-1.5959233125213494,3.114418030798039,0.0583555045468721,-0.6531914596055014,-0.5949337891904073,-1.4119311393333671,-1.5126286907164657,-1.6953896582810744,3.0561482174563634,3.081225331051067,3.358538870480336,3.114418030798039,2.9795066124953333
